Years,x1_5_hr,rank,Probability,Frequency
"1995-1996",9.26666666666667,1,7.69230769230769,13
"1996-1997",9,2,15.3846153846154,6.5
"1993-1994",7.73333333333333,3,23.0769230769231,4.33333333333333
"2003-2004",6.26533333333333,4,30.7692307692308,3.25
"2000-2001",5.73333333333333,5,38.4615384615385,2.6
"2004-2005",4.064,6,46.1538461538462,2.16666666666667
"1997-1998",3.2,7,53.8461538461538,1.85714285714286
"1998-1999",3.2,8,61.5384615384615,1.625
"2002-2003",2.33333333333333,9,69.2307692307692,1.44444444444444
"1999-2000",1.66666666666667,10,76.9230769230769,1.3
"2005-2006",1.33333333333333,11,84.6153846153846,1.18181818181818
"2001-2002",0.666666666666667,12,92.3076923076923,1.08333333333333
