Years,x2_hr,rank,Probability,Frequency
"2021-2022",20.8,1,5.26315789473684,19
"2009-2010",19.75,2,10.5263157894737,9.5
"2018-2019",18.9,3,15.7894736842105,6.33333333333333
"2010-2011",18.6,4,21.0526315789474,4.75
"2012-2013",15.75,5,26.3157894736842,3.8
"2007-2008",15.7,6,31.5789473684211,3.16666666666667
"2011-2012",14.55,7,36.8421052631579,2.71428571428571
"2017-2018",14.4,8,42.1052631578947,2.375
"2020-2021",13.7,9,47.3684210526316,2.11111111111111
"2019-2020",13.5,10,52.6315789473684,1.9
"2015-2016",13.4,11,57.8947368421053,1.72727272727273
"2005-2006",13.35,12,63.1578947368421,1.58333333333333
"2006-2007",13.15,13,68.4210526315789,1.46153846153846
"2004-2005",11.3,14,73.6842105263158,1.35714285714286
"2013-2014",10.7,15,78.9473684210526,1.26666666666667
"2014-2015",10.05,16,84.2105263157895,1.1875
"2016-2017",9.4,17,89.4736842105263,1.11764705882353
"2008-2009",6.3,18,94.7368421052632,1.05555555555556
