Years,x5_hr,rank,Probability,Frequency
"2002-2003",3.3,1,9.09090909090909,11
"1998-1999",2.2,2,18.1818181818182,5.5
"2005-2006",2.18,3,27.2727272727273,3.66666666666667
"2003-2004",1.58,4,36.3636363636364,2.75
"2006-2007",1.5,5,45.4545454545455,2.2
"2004-2005",1.4,6,54.5454545454545,1.83333333333333
"2000-2001",1.22,7,63.6363636363636,1.57142857142857
"2007-2008",1,8,72.7272727272727,1.375
"2001-2002",0.98,9,81.8181818181818,1.22222222222222
"1999-2000",0.52,10,90.9090909090909,1.1
