Years,x50_min,rank,Probability,Frequency
"1997-1998",108,1,7.69230769230769,13
"2000-2001",50.1,2,15.3846153846154,6.5
"1994-1995",27.6,3,23.0769230769231,4.33333333333333
"2005-2006",17.04,4,30.7692307692308,3.25
"2002-2003",15.48,5,38.4615384615385,2.6
"1999-2000",12.9,6,46.1538461538462,2.16666666666667
"1996-1997",11.4,7,53.8461538461538,1.85714285714286
"2004-2005",10.92,8,61.5384615384615,1.625
"2001-2002",9.84,9,69.2307692307692,1.44444444444444
"1995-1996",9,10,76.9230769230769,1.3
"2003-2004",7.56,11,84.6153846153846,1.18181818181818
"1998-1999",7.5,12,92.3076923076923,1.08333333333333
