Years,x30_min,rank,Probability,Frequency
"2019-2020",52.4,1,3.7037037037037,27
"2006-2007",43,2,7.40740740740741,13.5
"2015-2016",35.2,3,11.1111111111111,9
"2008-2009",30,4,14.8148148148148,6.75
"2014-2015",29.6,5,18.5185185185185,5.4
"1996-1997",25.2,6,22.2222222222222,4.5
"2009-2010",24.2,7,25.9259259259259,3.85714285714286
"2004-2005",19.2,8,29.6296296296296,3.375
"1999-2000",18.2,9,33.3333333333333,3
"1997-1998",18,10,37.037037037037,2.7
"2005-2006",17.6,11,40.7407407407407,2.45454545454545
"2013-2014",17,12,44.4444444444444,2.25
"2018-2019",16.2,13,48.1481481481481,2.07692307692308
"1998-1999",15.8,14,51.8518518518518,1.92857142857143
"2012-2013",15.8,15,55.5555555555556,1.8
"2020-2021",15,16,59.2592592592593,1.6875
"2021-2022",15,17,62.962962962963,1.58823529411765
"2000-2001",14,18,66.6666666666667,1.5
"2017-2018",13.6,19,70.3703703703704,1.42105263157895
"2002-2003",13.2,20,74.0740740740741,1.35
"2003-2004",12.8,21,77.7777777777778,1.28571428571429
"2001-2002",12.4,22,81.4814814814815,1.22727272727273
"2011-2012",11.8,23,85.1851851851852,1.17391304347826
"2010-2011",10,24,88.8888888888889,1.125
"2016-2017",9.4,25,92.5925925925926,1.08
"2007-2008",9,26,96.2962962962963,1.03846153846154
