Years,x40_min,rank,Probability,Frequency
"2014-2015",45.75,1,5.26315789473684,19
"2019-2020",34.95,2,10.5263157894737,9.5
"2020-2021",34.35,3,15.7894736842105,6.33333333333333
"2011-2012",32.55,4,21.0526315789474,4.75
"2017-2018",31.35,5,26.3157894736842,3.8
"2009-2010",31.2,6,31.5789473684211,3.16666666666667
"2006-2007",24.9,7,36.8421052631579,2.71428571428571
"2015-2016",24,8,42.1052631578947,2.375
"2016-2017",22.8,9,47.3684210526316,2.11111111111111
"2018-2019",22.5,10,52.6315789473684,1.9
"2005-2006",22.35,11,57.8947368421053,1.72727272727273
"2008-2009",22.35,12,63.1578947368421,1.58333333333333
"2021-2022",21,13,68.4210526315789,1.46153846153846
"2010-2011",20.25,14,73.6842105263158,1.35714285714286
"2012-2013",20.25,15,78.9473684210526,1.26666666666667
"2004-2005",19.2,16,84.2105263157895,1.1875
"2007-2008",17.7,17,89.4736842105263,1.11764705882353
"2013-2014",15,18,94.7368421052632,1.05555555555556
