Years,x1_hr,rank,Probability,Frequency
"2012-2013",46.6,1,7.14285714285714,14
"2017-2018",33.5,2,14.2857142857143,7
"2010-2011",29.1,3,21.4285714285714,4.66666666666667
"2011-2012",26.3,4,28.5714285714286,3.5
"2019-2020",25.9,5,35.7142857142857,2.8
"2020-2021",23.6,6,42.8571428571429,2.33333333333333
"2016-2017",22.5,7,50,2
"2009-2010",21.5,8,57.1428571428571,1.75
"2014-2015",21.1,9,64.2857142857143,1.55555555555556
"2021-2022",19.8,10,71.4285714285714,1.4
"2013-2014",18.4,11,78.5714285714286,1.27272727272727
"2018-2019",18.4,12,85.7142857142857,1.16666666666667
"2015-2016",12.5,13,92.8571428571429,1.07692307692308
