Years,x2_hr,rank,Probability,Frequency
"2016-2017",17.9,1,4.34782608695652,23
"2015-2016",17.25,2,8.69565217391304,11.5
"2010-2011",16.9,3,13.0434782608696,7.66666666666667
"2009-2010",16.7,4,17.3913043478261,5.75
"2001-2002",16.55,5,21.7391304347826,4.6
"2002-2003",16.3,6,26.0869565217391,3.83333333333333
"2017-2018",16.1,7,30.4347826086957,3.28571428571429
"2005-2006",15.3,8,34.7826086956522,2.875
"2006-2007",15.1,9,39.1304347826087,2.55555555555556
"2018-2019",13.9,10,43.4782608695652,2.3
"2014-2015",13.05,11,47.8260869565217,2.09090909090909
"2008-2009",12.45,12,52.1739130434783,1.91666666666667
"1999-2000",11.75,13,56.5217391304348,1.76923076923077
"2019-2020",11.25,14,60.8695652173913,1.64285714285714
"2012-2013",10.45,15,65.2173913043478,1.53333333333333
"2003-2004",9.95,16,69.5652173913043,1.4375
"2021-2022",9.1,17,73.9130434782609,1.35294117647059
"2011-2012",9,18,78.2608695652174,1.27777777777778
"2004-2005",8.85,19,82.6086956521739,1.21052631578947
"2020-2021",8.2,20,86.9565217391304,1.15
"2013-2014",8,21,91.304347826087,1.0952380952381
"2007-2008",7.25,22,95.6521739130435,1.04545454545455
