Years,x3_hr,rank,Probability,Frequency
"1996-1997",12,1,3.7037037037037,27
"2019-2020",11.3666666666667,2,7.40740740740741,13.5
"2014-2015",9.96666666666667,3,11.1111111111111,9
"2013-2014",9.26666666666667,4,14.8148148148148,6.75
"2006-2007",8.73333333333333,5,18.5185185185185,5.4
"2004-2005",8.03333333333333,6,22.2222222222222,4.5
"2015-2016",7.13333333333333,7,25.9259259259259,3.85714285714286
"2017-2018",6.46666666666667,8,29.6296296296296,3.375
"2012-2013",6.1,9,33.3333333333333,3
"2008-2009",6,10,37.037037037037,2.7
"2009-2010",5.73333333333333,11,40.7407407407407,2.45454545454545
"1997-1998",5.63333333333333,12,44.4444444444444,2.25
"2018-2019",5.33333333333333,13,48.1481481481481,2.07692307692308
"2005-2006",5.23333333333333,14,51.8518518518518,1.92857142857143
"2002-2003",4.93333333333333,15,55.5555555555556,1.8
"1999-2000",4.63333333333333,16,59.2592592592593,1.6875
"2011-2012",4.63333333333333,17,62.962962962963,1.58823529411765
"2003-2004",4.4,18,66.6666666666667,1.5
"2000-2001",4.13333333333333,19,70.3703703703704,1.42105263157895
"2007-2008",3.9,20,74.0740740740741,1.35
"2001-2002",3.9,21,77.7777777777778,1.28571428571429
"2021-2022",3.83333333333333,22,81.4814814814815,1.22727272727273
"1998-1999",3.06666666666667,23,85.1851851851852,1.17391304347826
"2020-2021",2.9,24,88.8888888888889,1.125
"2016-2017",2.83333333333333,25,92.5925925925926,1.08
"2010-2011",2.3,26,96.2962962962963,1.03846153846154
