Years,x10_min,rank,Probability,Frequency
"2006-2007",93.6,1,4.34782608695652,23
"2017-2018",75,2,8.69565217391304,11.5
"2009-2010",68.4,3,13.0434782608696,7.66666666666667
"2014-2015",58.2,4,17.3913043478261,5.75
"2002-2003",55.8,5,21.7391304347826,4.6
"2012-2013",51.6,6,26.0869565217391,3.83333333333333
"2015-2016",48.6,7,30.4347826086957,3.28571428571429
"2021-2022",47.4,8,34.7826086956522,2.875
"2010-2011",46.8,9,39.1304347826087,2.55555555555556
"1999-2000",45,10,43.4782608695652,2.3
"2001-2002",44.4,11,47.8260869565217,2.09090909090909
"2016-2017",44.4,12,52.1739130434783,1.91666666666667
"2005-2006",42.6,13,56.5217391304348,1.76923076923077
"2018-2019",38.4,14,60.8695652173913,1.64285714285714
"2019-2020",36.6,15,65.2173913043478,1.53333333333333
"2013-2014",35.4,16,69.5652173913043,1.4375
"2004-2005",34.8,17,73.9130434782609,1.35294117647059
"2008-2009",33.6,18,78.2608695652174,1.27777777777778
"2007-2008",32.4,19,82.6086956521739,1.21052631578947
"2003-2004",30,20,86.9565217391304,1.15
"2011-2012",27.6,21,91.304347826087,1.0952380952381
"2020-2021",27.6,22,95.6521739130435,1.04545454545455
